order_item_id,order_id,product_id,quantity,unit_price
ITM0000110,ORD000110,P0221,1,38081.74
ITM0000111,ORD000111,P0324,1,10945.84
ITM0000112,ORD000112,P0442,1,74194.7
ITM0000113,ORD000113,P0134,4,8207.17
ITM0000114,ORD000114,P0015,5,18312.16
ITM0000115,ORD000115,P0378,1,60449.26
ITM0000116,ORD000116,P0036,1,68645.48
ITM0000117,ORD000117,P0377,2,37387.1
ITM0000118,ORD000118,P0418,3,47774.24
ITM0000119,ORD000119,P0300,3,34673.32
ITM0000120,ORD000120,P0423,4,6402.59
ITM0000121,ORD000121,P0040,1,51843.81
ITM0000122,ORD000122,P0308,5,60112.88
ITM0000123,ORD000123,P0257,5,7810.11
ITM0000124,ORD000124,P0303,4,39708.2
ITM0000125,ORD000125,P0427,3,27628.95
ITM0000126,ORD000126,P0042,1,52786.2
ITM0000127,ORD000127,P0281,1,34234.12
ITM0000128,ORD000128,P0350,3,25942.5
ITM0000129,ORD000129,P0258,2,31885.25
ITM0000130,ORD000130,P0384,4,3369.9
ITM0000131,ORD000131,P0404,3,16703.45
ITM0000132,ORD000132,P0206,4,896.76
ITM0000133,ORD000133,P0040,3,51843.81
ITM0000134,ORD000134,P0374,3,17479.86
ITM0000135,ORD000135,P0241,4,37713.75
ITM0000136,ORD000136,P0218,1,41960.44
ITM0000137,ORD000137,P0262,4,15116.84
ITM0000138,ORD000138,P0262,4,15116.84
ITM0000139,ORD000139,P0343,1,46615.58
ITM0000140,ORD000140,P0144,4,36879.69
ITM0000141,ORD000141,P0376,5,31003.64
ITM0000142,ORD000142,P0211,4,3079.81
ITM0000143,ORD000143,P0344,4,33910.36
ITM0000144,ORD000144,P0281,2,34234.12
ITM0000145,ORD000145,P0363,5,31902.04
ITM0000146,ORD000146,P0009,3,48804.6
ITM0000147,ORD000147,P0365,2,41092.62
ITM0000148,ORD000148,P0189,4,48672.49
ITM0000149,ORD000149,P0176,5,32684.13
ITM0000150,ORD000150,P0301,3,4520.18
ITM0000151,ORD000151,P0009,5,48804.6
ITM0000152,ORD000152,P0329,5,56062.65
ITM0000153,ORD000153,P0035,3,22248.97
ITM0000154,ORD000154,P0368,2,14573.81
ITM0000155,ORD000155,P0360,2,9885.29
ITM0000156,ORD000156,P0355,2,19987.06
ITM0000157,ORD000157,P0002,2,20304.04
ITM0000158,ORD000158,P0295,2,41961.36
ITM0000159,ORD000159,P0255,4,15864.74
ITM0000160,ORD000160,P0466,3,26868.66
ITM0000161,ORD000161,P0438,1,35766.08
ITM0000162,ORD000162,P0162,3,66301.73
ITM0000163,ORD000163,P0430,4,47880.34
ITM0000164,ORD000164,P0349,2,8690.57
ITM0000165,ORD000165,P0320,5,32826.64
ITM0000166,ORD000166,P0217,2,32654.83
ITM0000167,ORD000167,P0469,2,66694.66
ITM0000168,ORD000168,P0035,3,22248.97
ITM0000169,ORD000169,P0029,3,48887.25
ITM0000170,ORD000170,P0035,2,22248.97
ITM0000171,ORD000171,P0449,1,31944.11
ITM0000172,ORD000172,P0273,4,14723.08
ITM0000173,ORD000173,P0193,1,71706.26
ITM0000174,ORD000174,P0158,4,41370.18
ITM0000175,ORD000175,P0158,4,41370.18
ITM0000176,ORD000176,P0445,2,21305.14
ITM0000177,ORD000177,P0110,5,53635.32
ITM0000178,ORD000178,P0303,1,39708.2
ITM0000179,ORD000179,P0130,4,16287.84
ITM0000180,ORD000180,P0376,5,31003.64
ITM0000181,ORD000181,P0174,2,4973.7
ITM0000182,ORD000182,P0134,4,8207.17
ITM0000183,ORD000183,P0154,3,61940.49
ITM0000184,ORD000184,P0424,2,1081.75
ITM0000185,ORD000185,P0002,2,20304.04
ITM0000186,ORD000186,P0168,5,7252.72
ITM0000187,ORD000187,P0135,3,22024.36
ITM0000188,ORD000188,P0053,1,60079.46
ITM0000189,ORD000189,P0477,2,11479.24
ITM0000190,ORD000190,P0470,2,33149.98
ITM0000191,ORD000191,P0401,5,58372.95
ITM0000192,ORD000192,P0247,2,19251.36
ITM0000193,ORD000193,P0430,3,47880.34
ITM0000194,ORD000194,P0043,5,31147.74
ITM0000195,ORD000195,P0469,4,66694.66
ITM0000196,ORD000196,P0212,3,32666.55
ITM0000197,ORD000197,P0474,4,3530.02
ITM0000198,ORD000198,P0246,3,5079.91
ITM0000199,ORD000199,P0049,2,31596.49
ITM0000200,ORD000200,P0047,2,45643.02
ITM0000201,ORD000201,P0471,3,15986.65
ITM0000202,ORD000202,P0040,5,51843.81
ITM0000203,ORD000203,P0346,2,32024.17
ITM0000204,ORD000204,P0005,2,7918.52
ITM0000205,ORD000205,P0182,5,6766.16
ITM0000206,ORD000206,P0192,2,28203.95
ITM0000207,ORD000207,P0137,4,19310.21
ITM0000208,ORD000208,P0396,3,68203.07
ITM0000209,ORD000209,P0274,1,6329.54
ITM0000210,ORD000210,P0179,2,46466.96
ITM0000211,ORD000211,P0487,5,25608.61
ITM0000212,ORD000212,P0480,5,20915.62
ITM0000213,ORD000213,P0398,5,33434.2
ITM0000214,ORD000214,P0187,2,66495.35
ITM0000215,ORD000215,P0356,1,50072.32
ITM0000216,ORD000216,P0251,5,30372.16
ITM0000217,ORD000217,P0309,3,12895.14
ITM0000218,ORD000218,P0176,5,32684.13
ITM0000219,ORD000219,P0414,5,21774.25
ITM0000220,ORD000220,P0030,5,4519.89
ITM0000221,ORD000221,P0268,3,39773.78
ITM0000222,ORD000222,P0362,1,62473.33
ITM0000223,ORD000223,P0470,2,33149.98
ITM0000224,ORD000224,P0498,5,15486.33
ITM0000225,ORD000225,P0193,3,71706.26
ITM0000226,ORD000226,P0185,5,35933.79
ITM0000227,ORD000227,P0430,1,47880.34
ITM0000228,ORD000228,P0193,4,71706.26
ITM0000229,ORD000229,P0177,5,23684.49
ITM0000230,ORD000230,P0092,2,8119.63
ITM0000231,ORD000231,P0276,2,60384.09
ITM0000232,ORD000232,P0483,1,51050.0
ITM0000233,ORD000233,P0301,2,4520.18
ITM0000234,ORD000234,P0160,5,49125.39
ITM0000235,ORD000235,P0391,5,6142.24
ITM0000236,ORD000236,P0047,5,45643.02
ITM0000237,ORD000237,P0457,1,27659.7
ITM0000238,ORD000238,P0375,1,1458.18
ITM0000239,ORD000239,P0101,5,54837.96
ITM0000240,ORD000240,P0034,3,15623.01
ITM0000241,ORD000241,P0444,4,48635.71
ITM0000242,ORD000242,P0097,3,43352.96
ITM0000243,ORD000243,P0066,5,2300.95
ITM0000244,ORD000244,P0419,2,42678.03
ITM0000245,ORD000245,P0160,2,49125.39
ITM0000246,ORD000246,P0053,5,60079.46
ITM0000247,ORD000247,P0449,3,31944.11
ITM0000248,ORD000248,P0295,4,41961.36
ITM0000249,ORD000249,P0382,2,34100.67
ITM0000250,ORD000250,P0391,1,6142.24
ITM0000251,ORD000251,P0431,5,35255.83
ITM0000252,ORD000252,P0377,1,37387.1
ITM0000253,ORD000253,P0089,1,27005.76
ITM0000254,ORD000254,P0264,3,56325.73
ITM0000255,ORD000255,P0080,4,9661.16
ITM0000256,ORD000256,P0464,2,7418.55
ITM0000257,ORD000257,P0152,1,30647.56
ITM0000258,ORD000258,P0045,3,37144.03
ITM0000259,ORD000259,P0371,4,40032.52
ITM0000260,ORD000260,P0046,2,27246.26
ITM0000261,ORD000261,P0128,1,10409.33
ITM0000262,ORD000262,P0171,3,6622.24
ITM0000263,ORD000263,P0186,2,48513.96
ITM0000264,ORD000264,P0435,1,17726.49
ITM0000265,ORD000265,P0488,1,41499.24
ITM0000266,ORD000266,P0165,2,39140.04
ITM0000267,ORD000267,P0020,2,15223.34
ITM0000268,ORD000268,P0031,3,6875.64
ITM0000269,ORD000269,P0152,1,30647.56
ITM0000270,ORD000270,P0231,4,8675.96
ITM0000271,ORD000271,P0273,1,14723.08
ITM0000272,ORD000272,P0344,1,33910.36
ITM0000273,ORD000273,P0458,1,12214.12
ITM0000274,ORD000274,P0316,4,43212.2
ITM0000275,ORD000275,P0185,5,35933.79
ITM0000276,ORD000276,P0282,3,21120.37
ITM0000277,ORD000277,P0340,3,1781.98
ITM0000278,ORD000278,P0164,4,44583.52
ITM0000279,ORD000279,P0209,4,6759.76
ITM0000280,ORD000280,P0122,3,48632.49
ITM0000281,ORD000281,P0167,3,23686.98
ITM0000282,ORD000282,P0062,5,20763.92
ITM0000283,ORD000283,P0380,2,22326.82
ITM0000284,ORD000284,P0306,5,62425.17
ITM0000285,ORD000285,P0051,2,37304.79
ITM0000286,ORD000286,P0209,5,6759.76
ITM0000287,ORD000287,P0440,5,32119.21
ITM0000288,ORD000288,P0137,3,19310.21
ITM0000289,ORD000289,P0079,1,17007.52
ITM0000290,ORD000290,P0214,3,34308.8
ITM0000291,ORD000291,P0351,1,706.97
ITM0000292,ORD000292,P0479,5,47494.72
ITM0000293,ORD000293,P0470,1,33149.98
ITM0000294,ORD000294,P0012,4,40809.49
ITM0000295,ORD000295,P0498,1,15486.33
ITM0000296,ORD000296,P0470,4,33149.98
ITM0000297,ORD000297,P0329,4,56062.65
ITM0000298,ORD000298,P0354,5,16778.25
ITM0000299,ORD000299,P0048,1,48648.4
ITM0000300,ORD000300,P0031,5,6875.64
ITM0000301,ORD000301,P0326,2,47932.03
ITM0000302,ORD000302,P0082,3,27200.76
ITM0000303,ORD000303,P0069,1,791.59
ITM0000304,ORD000304,P0208,5,33594.9
ITM0000305,ORD000305,P0073,4,32112.03
ITM0000306,ORD000306,P0423,5,6402.59
ITM0000307,ORD000307,P0474,2,3530.02
ITM0000308,ORD000308,P0078,1,61571.18
ITM0000309,ORD000309,P0325,4,24384.03
ITM0000310,ORD000310,P0183,4,34275.03
ITM0000311,ORD000311,P0088,4,51887.52
ITM0000312,ORD000312,P0428,5,3658.26
ITM0000313,ORD000313,P0292,4,47680.23
ITM0000314,ORD000314,P0489,2,38750.22
ITM0000315,ORD000315,P0016,5,24329.34
ITM0000316,ORD000316,P0100,3,16024.04
ITM0000317,ORD000317,P0255,5,15864.74
ITM0000318,ORD000318,P0410,1,42928.11
ITM0000319,ORD000319,P0382,1,34100.67
ITM0000320,ORD000320,P0006,3,845.35
ITM0000321,ORD000321,P0292,2,47680.23
ITM0000322,ORD000322,P0072,3,26955.35
ITM0000323,ORD000323,P0253,2,8267.43
ITM0000324,ORD000324,P0390,2,52679.45
ITM0000325,ORD000325,P0283,4,54284.85
ITM0000326,ORD000326,P0026,2,32148.58
ITM0000327,ORD000327,P0081,2,27408.96
ITM0000328,ORD000328,P0016,1,24329.34
ITM0000329,ORD000329,P0492,4,32592.19
ITM0000330,ORD000330,P0468,3,21878.79
ITM0000331,ORD000331,P0287,3,57970.35
ITM0000332,ORD000332,P0316,4,43212.2
ITM0000333,ORD000333,P0377,2,37387.1
ITM0000334,ORD000334,P0131,2,37690.96
ITM0000335,ORD000335,P0285,4,24553.68
ITM0000336,ORD000336,P0481,1,7730.82
ITM0000337,ORD000337,P0075,5,48303.13
ITM0000338,ORD000338,P0180,1,20449.66
ITM0000339,ORD000339,P0152,3,30647.56
ITM0000340,ORD000340,P0096,1,44776.79
ITM0000341,ORD000341,P0170,5,66888.04
ITM0000342,ORD000342,P0453,1,63078.77
ITM0000343,ORD000343,P0362,2,62473.33
ITM0000344,ORD000344,P0468,5,21878.79
ITM0000345,ORD000345,P0205,1,28821.8
ITM0000346,ORD000346,P0413,4,30060.85
ITM0000347,ORD000347,P0023,3,47482.56
ITM0000348,ORD000348,P0283,1,54284.85
ITM0000349,ORD000349,P0089,2,27005.76
ITM0000350,ORD000350,P0135,1,22024.36
ITM0000351,ORD000351,P0215,3,20233.95
ITM0000352,ORD000352,P0434,3,41243.32
ITM0000353,ORD000353,P0454,4,46070.42
ITM0000354,ORD000354,P0135,4,22024.36
ITM0000355,ORD000355,P0489,4,38750.22
ITM0000356,ORD000356,P0355,5,19987.06
ITM0000357,ORD000357,P0495,3,35639.64
ITM0000358,ORD000358,P0022,5,36734.91
ITM0000359,ORD000359,P0012,3,40809.49
ITM0000360,ORD000360,P0446,1,6371.79
ITM0000361,ORD000361,P0325,5,24384.03
ITM0000362,ORD000362,P0498,5,15486.33
ITM0000363,ORD000363,P0259,3,46900.07
ITM0000364,ORD000364,P0224,4,1782.34
ITM0000365,ORD000365,P0494,3,38794.36
ITM0000366,ORD000366,P0105,1,34399.05
ITM0000367,ORD000367,P0049,4,31596.49
ITM0000368,ORD000368,P0169,3,1037.4
ITM0000369,ORD000369,P0221,2,38081.74
ITM0000370,ORD000370,P0113,5,1645.95
ITM0000371,ORD000371,P0287,4,57970.35
ITM0000372,ORD000372,P0272,5,35246.12
ITM0000373,ORD000373,P0475,5,22010.9
ITM0000374,ORD000374,P0227,4,22414.25
ITM0000375,ORD000375,P0178,4,27350.89
ITM0000376,ORD000376,P0357,5,31320.74
ITM0000377,ORD000377,P0320,2,32826.64
ITM0000378,ORD000378,P0038,2,62013.74
ITM0000379,ORD000379,P0200,1,21421.5
ITM0000380,ORD000380,P0214,2,34308.8
ITM0000381,ORD000381,P0454,2,46070.42
ITM0000382,ORD000382,P0432,5,31272.7
ITM0000383,ORD000383,P0012,1,40809.49
ITM0000384,ORD000384,P0051,2,37304.79
ITM0000385,ORD000385,P0285,4,24553.68
ITM0000386,ORD000386,P0005,3,7918.52
ITM0000387,ORD000387,P0247,5,19251.36
ITM0000388,ORD000388,P0142,4,17884.65
ITM0000389,ORD000389,P0463,1,50145.27
ITM0000390,ORD000390,P0386,5,41735.23
ITM0000391,ORD000391,P0316,1,43212.2
ITM0000392,ORD000392,P0110,5,53635.32
ITM0000393,ORD000393,P0009,2,48804.6
ITM0000394,ORD000394,P0169,1,1037.4
ITM0000395,ORD000395,P0390,3,52679.45
ITM0000396,ORD000396,P0439,5,36450.11
ITM0000397,ORD000397,P0301,3,4520.18
ITM0000398,ORD000398,P0374,2,17479.86
ITM0000399,ORD000399,P0287,2,57970.35
ITM0000400,ORD000400,P0487,5,25608.61
ITM0000401,ORD000401,P0149,3,2873.73
ITM0000402,ORD000402,P0038,5,62013.74
ITM0000403,ORD000403,P0365,1,41092.62
ITM0000404,ORD000404,P0133,4,54350.92
ITM0000405,ORD000405,P0415,5,16626.29
ITM0000406,ORD000406,P0375,1,1458.18
ITM0000407,ORD000407,P0491,3,61265.2
ITM0000408,ORD000408,P0120,3,37606.35
ITM0000409,ORD000409,P0226,2,26173.53
ITM0000410,ORD000410,P0288,2,55855.57
ITM0000411,ORD000411,P0302,3,62452.05
ITM0000412,ORD000412,P0452,1,13242.37
ITM0000413,ORD000413,P0491,4,61265.2
ITM0000414,ORD000414,P0243,2,14719.92
ITM0000415,ORD000415,P0328,1,27820.84
ITM0000416,ORD000416,P0420,5,32995.83
ITM0000417,ORD000417,P0170,2,66888.04
ITM0000418,ORD000418,P0065,4,8981.9
ITM0000419,ORD000419,P0253,1,8267.43
ITM0000420,ORD000420,P0414,5,21774.25
ITM0000421,ORD000421,P0131,5,37690.96
ITM0000422,ORD000422,P0389,5,44632.93
ITM0000423,ORD000423,P0207,5,49818.28
ITM0000424,ORD000424,P0384,4,3369.9
ITM0000425,ORD000425,P0428,3,3658.26
ITM0000426,ORD000426,P0195,2,52514.91
ITM0000427,ORD000427,P0304,2,64780.25
ITM0000428,ORD000428,P0189,5,48672.49
ITM0000429,ORD000429,P0340,2,1781.98
ITM0000430,ORD000430,P0447,2,40778.28
ITM0000431,ORD000431,P0270,2,55671.02
ITM0000432,ORD000432,P0368,5,14573.81
ITM0000433,ORD000433,P0462,1,26550.21
ITM0000434,ORD000434,P0390,1,52679.45
ITM0000435,ORD000435,P0270,2,55671.02
ITM0000436,ORD000436,P0079,2,17007.52
ITM0000437,ORD000437,P0192,2,28203.95
ITM0000438,ORD000438,P0022,4,36734.91
ITM0000439,ORD000439,P0460,5,31560.09
ITM0000440,ORD000440,P0264,3,56325.73
ITM0000441,ORD000441,P0219,5,32824.72
ITM0000442,ORD000442,P0373,3,44541.86
ITM0000443,ORD000443,P0349,4,8690.57
ITM0000444,ORD000444,P0249,4,59857.3
ITM0000445,ORD000445,P0328,4,27820.84
ITM0000446,ORD000446,P0258,1,31885.25
ITM0000447,ORD000447,P0313,4,50340.84
ITM0000448,ORD000448,P0143,3,3755.01
ITM0000449,ORD000449,P0411,5,21260.39
ITM0000450,ORD000450,P0113,4,1645.95
ITM0000451,ORD000451,P0499,3,50661.34
ITM0000452,ORD000452,P0376,3,31003.64
ITM0000453,ORD000453,P0295,3,41961.36
ITM0000454,ORD000454,P0426,5,31543.94
ITM0000455,ORD000455,P0244,3,9476.28
ITM0000456,ORD000456,P0076,1,71793.82
ITM0000457,ORD000457,P0119,3,51906.75
ITM0000458,ORD000458,P0326,2,47932.03
ITM0000459,ORD000459,P0042,4,52786.2
ITM0000460,ORD000460,P0166,3,58925.48
ITM0000461,ORD000461,P0351,3,706.97
ITM0000462,ORD000462,P0308,2,60112.88
ITM0000463,ORD000463,P0473,5,44939.13
ITM0000464,ORD000464,P0359,5,18757.58
ITM0000465,ORD000465,P0251,3,30372.16
ITM0000466,ORD000466,P0276,4,60384.09
ITM0000467,ORD000467,P0495,3,35639.64
ITM0000468,ORD000468,P0045,1,37144.03
ITM0000469,ORD000469,P0362,3,62473.33
ITM0000470,ORD000470,P0498,5,15486.33
ITM0000471,ORD000471,P0198,2,31971.72
ITM0000472,ORD000472,P0220,4,51334.14
ITM0000473,ORD000473,P0166,1,58925.48
ITM0000474,ORD000474,P0430,1,47880.34
ITM0000475,ORD000475,P0405,5,63974.33
ITM0000476,ORD000476,P0317,4,2136.98
ITM0000477,ORD000477,P0218,3,41960.44
ITM0000478,ORD000478,P0172,2,10754.86
ITM0000479,ORD000479,P0138,5,55462.32
ITM0000480,ORD000480,P0209,3,6759.76
ITM0000481,ORD000481,P0404,3,16703.45
ITM0000482,ORD000482,P0037,3,32917.56
ITM0000483,ORD000483,P0399,4,61502.53
ITM0000484,ORD000484,P0160,1,49125.39
ITM0000485,ORD000485,P0314,4,23113.47
ITM0000486,ORD000486,P0226,5,26173.53
ITM0000487,ORD000487,P0307,4,6492.93
ITM0000488,ORD000488,P0122,1,48632.49
ITM0000489,ORD000489,P0468,1,21878.79
ITM0000490,ORD000490,P0290,2,24567.29
ITM0000491,ORD000491,P0180,5,20449.66
ITM0000492,ORD000492,P0419,2,42678.03
ITM0000493,ORD000493,P0032,1,25316.21
ITM0000494,ORD000494,P0203,2,60598.48
ITM0000495,ORD000495,P0429,1,34441.32
ITM0000496,ORD000496,P0044,3,54963.17
ITM0000497,ORD000497,P0295,4,41961.36
ITM0000498,ORD000498,P0334,2,41986.22
ITM0000499,ORD000499,P0089,3,27005.76
ITM0000500,ORD000500,P0075,2,48303.13
ITM0000501,ORD000501,P0269,3,33707.81
ITM0000502,ORD000502,P0389,5,44632.93
ITM0000503,ORD000503,P0406,2,35709.34
ITM0000504,ORD000504,P0157,5,8568.31
ITM0000505,ORD000505,P0086,4,10534.37
ITM0000506,ORD000506,P0196,4,38002.33
ITM0000507,ORD000507,P0284,1,47793.97
ITM0000508,ORD000508,P0291,5,2487.39
ITM0000509,ORD000509,P0393,3,23778.11
ITM0000510,ORD000510,P0224,1,1782.34
ITM0000511,ORD000511,P0489,1,38750.22
ITM0000512,ORD000512,P0412,5,3650.0
ITM0000513,ORD000513,P0498,1,15486.33
ITM0000514,ORD000514,P0141,1,1095.05
ITM0000515,ORD000515,P0407,2,35843.94
ITM0000516,ORD000516,P0101,3,54837.96
ITM0000517,ORD000517,P0284,1,47793.97
ITM0000518,ORD000518,P0037,3,32917.56
ITM0000519,ORD000519,P0446,2,6371.79
ITM0000520,ORD000520,P0225,2,10785.03
ITM0000521,ORD000521,P0192,5,28203.95
ITM0000522,ORD000522,P0205,4,28821.8
ITM0000523,ORD000523,P0383,4,21969.99
ITM0000524,ORD000524,P0054,3,42200.44
ITM0000525,ORD000525,P0168,3,7252.72
ITM0000526,ORD000526,P0140,4,12555.83
ITM0000527,ORD000527,P0451,1,56496.22
ITM0000528,ORD000528,P0177,2,23684.49
ITM0000529,ORD000529,P0300,2,34673.32
ITM0000530,ORD000530,P0457,4,27659.7
ITM0000531,ORD000531,P0021,5,45583.51
ITM0000532,ORD000532,P0456,4,32386.71
ITM0000533,ORD000533,P0249,3,59857.3
ITM0000534,ORD000534,P0477,4,11479.24
ITM0000535,ORD000535,P0325,2,24384.03
ITM0000536,ORD000536,P0254,2,52420.66
ITM0000537,ORD000537,P0025,3,6963.72
ITM0000538,ORD000538,P0384,2,3369.9
ITM0000539,ORD000539,P0203,3,60598.48
ITM0000540,ORD000540,P0320,5,32826.64
ITM0000541,ORD000541,P0033,1,48444.92
ITM0000542,ORD000542,P0307,2,6492.93
ITM0000543,ORD000543,P0364,5,8705.13
ITM0000544,ORD000544,P0421,3,58403.76
ITM0000545,ORD000545,P0210,4,11694.74
ITM0000546,ORD000546,P0379,2,17904.2
ITM0000547,ORD000547,P0412,5,3650.0
ITM0000548,ORD000548,P0187,1,66495.35
ITM0000549,ORD000549,P0088,1,51887.52
ITM0000550,ORD000550,P0451,3,56496.22
ITM0000551,ORD000551,P0497,3,35629.1
ITM0000552,ORD000552,P0370,2,23766.12
ITM0000553,ORD000553,P0286,2,48773.72
ITM0000554,ORD000554,P0441,1,52789.89
ITM0000555,ORD000555,P0345,4,10122.36
ITM0000556,ORD000556,P0233,3,50600.05
ITM0000557,ORD000557,P0448,3,24791.94
ITM0000558,ORD000558,P0282,2,21120.37
ITM0000559,ORD000559,P0046,2,27246.26
ITM0000560,ORD000560,P0198,2,31971.72
ITM0000561,ORD000561,P0214,3,34308.8
ITM0000562,ORD000562,P0112,5,20456.39
ITM0000563,ORD000563,P0190,4,57210.06
ITM0000564,ORD000564,P0245,5,22000.88
ITM0000565,ORD000565,P0137,3,19310.21
ITM0000566,ORD000566,P0384,4,3369.9
ITM0000567,ORD000567,P0002,4,20304.04
ITM0000568,ORD000568,P0288,5,55855.57
ITM0000569,ORD000569,P0398,1,33434.2
ITM0000570,ORD000570,P0426,4,31543.94
ITM0000571,ORD000571,P0426,3,31543.94
ITM0000572,ORD000572,P0043,5,31147.74
ITM0000573,ORD000573,P0357,5,31320.74
ITM0000574,ORD000574,P0481,1,7730.82
ITM0000575,ORD000575,P0311,5,59911.2
ITM0000576,ORD000576,P0034,4,15623.01
ITM0000577,ORD000577,P0248,3,45057.68
ITM0000578,ORD000578,P0190,1,57210.06
ITM0000579,ORD000579,P0079,5,17007.52
ITM0000580,ORD000580,P0347,3,42065.73
ITM0000581,ORD000581,P0154,1,61940.49
